1	13 
2	11 
3	1 
4	11 
5	6 
6	12 
7	4 
8	14 
9	28 
10	13 
11	18 
12	14 
13	22 
14	4 
15	20 
16	15 
17	19 
18	29 
19	10 
20	29 
21	28 
22	18 
23	27 
24	15 
25	15 
26	1 
27	28 
28	26 
29	26 
30	5 
31	1 
32	18 
33	22 
34	6 
35	7 
36	7 
37	16 
38	10 
39	13 
40	17 
41	21 
42	3 
43	21 
44	26 
45	29 
46	6 
47	14 
48	2 
49	3 
50	29 
51	9 
52	6 
53	31 
54	24 
55	11 
56	28 
57	15 
58	4 
59	7 
60	9 
61	27 
62	22 
63	6 
64	16 
65	27 
66	10 
67	21 
68	14 
69	7 
70	12 
71	18 
72	18 
73	31 
74	19 
75	5 
76	10 
77	5 
78	1 
79	1 
80	25 
81	2 
82	30 
83	3 
84	10 
85	17 
86	30 
87	16 
88	17 
89	29 
90	16 
91	24 
92	19 
93	27 
94	15 
95	6 
96	29 
97	15 
98	17 
99	8 
100	15 
101	1 
102	17 
103	11 
104	23 
105	5 
106	14 
107	31 
108	15 
109	16 
110	5 
111	28 
112	16 
113	18 
114	13 
115	14 
116	27 
117	26 
118	25 
119	25 
120	15 
121	6 
122	10 
123	2 
124	16 
125	15 
126	29 
127	16 
128	22 
129	17 
130	6 
131	14 
132	11 
133	27 
134	28 
135	6 
136	17 
137	15 
138	21 
139	18 
140	19 
141	24 
142	4 
143	1 
144	30 
145	12 
146	5 
147	30 
148	12 
149	5 
150	13 
151	31 
152	30 
153	1 
154	24 
155	31 
156	16 
157	17 
158	26 
159	31 
160	9 
161	8 
162	11 
163	7 
164	29 
165	22 
166	1 
167	29 
168	1 
169	19 
170	22 
171	9 
172	21 
173	16 
174	2 
175	24 
176	23 
177	17 
178	14 
179	11 
180	24 
181	4 
182	4 
183	31 
184	6 
185	20 
186	4 
187	4 
188	24 
189	7 
190	3 
191	15 
192	12 
193	10 
194	15 
195	23 
196	15 
197	22 
198	3 
199	8 
200	13 
201	4 
202	16 
203	16 
204	27 
205	20 
206	6 
207	19 
208	18 
209	10 
210	28 
211	8 
212	5 
213	6 
214	19 
215	24 
216	27 
217	6 
218	10 
219	20 
220	27 
221	19 
222	10 
223	28 
224	8 
225	2 
226	1 
227	23 
228	27 
229	2 
230	14 
231	14 
232	8 
233	1 
234	21 
235	27 
236	24 
237	31 
238	24 
239	16 
240	11 
241	27 
242	26 
243	16 
244	16 
245	9 
246	19 
247	8 
248	7 
249	30 
250	31 
251	15 
252	18 
253	2 
254	15 
255	18 
256	12 
257	27 
258	16 
259	30 
260	17 
261	16 
262	1 
263	26 
264	26 
265	4 
266	11 
267	14 
268	30 
269	19 
270	16 
271	5 
272	29 
273	21 
274	3 
275	11 
276	24 
277	2 
278	28 
279	24 
280	10 
281	5 
282	21 
283	2 
284	20 
285	25 
286	18 
287	10 
288	23 
289	1 
290	7 
291	31 
292	8 
293	18 
294	15 
295	18 
296	2 
297	27 
298	31 
299	15 
300	19 
301	18 
302	20 
303	28 
304	28 
305	27 
306	9 
307	18 
308	24 
309	1 
310	16 
311	20 
312	10 
313	9 
314	7 
315	4 
316	8 
317	15 
318	16 
319	27 
320	1 
321	25 
322	2 
323	30 
324	30 
325	4 
326	28 
327	3 
328	12 
329	16 
330	23 
331	28 
332	26 
333	10 
334	14 
335	22 
336	22 
337	4 
338	25 
339	6 
340	16 
341	1 
342	3 
343	29 
344	18 
345	27 
346	5 
347	8 
348	4 
349	6 
350	2 
351	15 
352	6 
353	21 
354	20 
355	4 
356	19 
357	14 
358	7 
359	16 
360	20 
361	22 
362	24 
363	21 
364	28 
365	10 
366	14 
367	15 
368	2 
369	2 
370	22 
371	5 
372	13 
373	6 
374	5 
375	2 
376	26 
377	9 
378	10 
379	24 
380	5 
381	27 
382	23 
383	7 
384	31 
385	17 
386	24 
387	9 
388	8 
389	16 
390	4 
391	30 
392	28 
393	20 
394	13 
395	1 
396	6 
397	5 
398	2 
399	7 
400	23 
401	5 
402	26 
403	1 
404	20 
405	24 
406	31 
407	23 
408	5 
409	26 
410	5 
411	1 
412	9 
413	17 
414	20 
415	10 
416	30 
417	15 
418	22 
419	17 
420	8 
421	7 
422	2 
423	28 
424	30 
425	11 
426	28 
427	11 
428	23 
429	11 
430	15 
431	4 
432	20 
433	8 
434	31 
435	22 
436	4 
437	23 
438	20 
439	25 
440	13 
441	26 
442	22 
443	15 
444	30 
445	19 
446	31 
447	17 
448	16 
449	15 
450	3 
451	16 
452	25 
453	12 
454	27 
455	27 
456	27 
457	5 
458	30 
459	30 
460	1 
461	18 
462	24 
463	23 
464	9 
465	15 
466	11 
467	21 
468	20 
469	20 
470	13 
471	7 
472	17 
473	25 
474	1 
475	1 
476	13 
477	17 
478	12 
479	8 
480	10 
481	1 
482	11 
483	2 
484	2 
485	29 
486	20 
487	13 
488	2 
489	13 
490	2 
491	8 
492	4 
493	26 
494	7 
495	19 
496	27 
497	4 
498	15 
499	19 
500	22 
501	18 
502	29 
503	10 
504	1 
505	23 
506	26 
507	24 
508	14 
509	27 
510	23 
511	6 
512	17 
513	10 
514	18 
515	15 
516	10 
517	5 
518	12 
519	26 
520	14 
521	8 
522	9 
523	10 
524	16 
525	6 
526	16 
527	20 
528	23 
529	30 
530	8 
531	2 
532	29 
533	14 
534	2 
535	29 
536	10 
537	15 
538	19 
539	27 
540	1 
541	23 
542	18 
543	5 
544	4 
545	15 
546	29 
547	27 
548	4 
549	25 
550	17 
551	9 
552	10 
553	27 
554	25 
555	4 
556	6 
557	25 
558	18 
559	13 
560	16 
561	14 
562	9 
563	12 
564	24 
565	7 
566	1 
567	30 
568	20 
569	1 
570	26 
571	2 
572	29 
573	15 
574	4 
575	15 
576	17 
577	22 
578	23 
579	12 
580	4 
581	5 
582	19 
583	21 
584	6 
585	17 
586	3 
587	10 
588	25 
589	7 
590	23 
591	21 
592	3 
593	9 
594	5 
595	29 
596	11 
597	20 
598	22 
599	27 
600	27 
601	21 
602	15 
603	15 
604	12 
605	20 
606	4 
607	6 
608	16 
609	7 
610	16 
611	9 
612	17 
613	3 
614	12 
615	13 
616	14 
617	27 
618	28 
619	12 
620	25 
621	20 
622	5 
623	4 
624	27 
625	18 
626	14 
627	17 
628	13 
629	30 
630	9 
631	19 
632	26 
633	22 
634	2 
635	21 
636	3 
637	14 
638	22 
639	25 
640	14 
641	5 
642	13 
643	18 
644	23 
645	6 
646	17 
647	7 
648	6 
649	12 
650	11 
651	20 
652	3 
653	6 
654	19 
655	4 
656	28 
657	14 
658	13 
659	5 
660	26 
661	5 
662	30 
663	20 
664	8 
665	28 
666	27 
667	11 
668	7 
669	23 
670	19 
671	13 
672	14 
673	4 
674	10 
675	14 
676	30 
677	3 
678	1 
679	1 
680	14 
681	23 
682	4 
683	30 
684	25 
685	4 
686	17 
687	2 
688	15 
689	19 
690	2 
691	17 
692	14 
693	14 
694	19 
695	3 
696	17 
697	5 
698	23 
699	10 
700	24 
701	9 
702	12 
703	1 
704	1 
705	16 
706	23 
707	11 
708	24 
709	1 
710	27 
711	14 
712	13 
713	21 
714	9 
715	10 
716	16 
717	10 
718	9 
719	19 
720	14 
721	27 
722	3 
723	5 
724	2 
725	5 
726	7 
727	12 
728	24 
729	14 
730	6 
731	17 
732	6 
733	16 
734	4 
735	12 
736	14 
737	25 
738	29 
739	31 
740	3 
741	1 
742	22 
743	23 
744	1 
745	28 
746	26 
747	8 
748	1 
749	17 
750	21 
751	7 
752	15 
753	7 
754	6 
755	23 
756	20 
757	24 
758	3 
759	3 
760	22 
761	10 
762	10 
763	29 
764	16 
765	12 
766	17 
767	6 
768	5 
769	20 
770	16 
771	27 
772	25 
773	24 
774	17 
775	5 
776	25 
777	27 
778	10 
779	22 
780	4 
781	8 
782	8 
783	3 
784	31 
785	17 
786	8 
787	21 
788	7 
789	28 
790	4 
791	12 
792	14 
793	7 
794	13 
795	20 
796	23 
797	11 
798	3 
799	31 
800	14 
801	27 
802	3 
803	18 
804	8 
805	24 
806	5 
807	16 
808	28 
809	14 
810	23 
811	24 
812	26 
813	16 
814	31 
815	28 
816	23 
817	14 
818	1 
819	14 
820	5 
821	10 
822	15 
823	28 
824	16 
825	11 
826	2 
827	6 
828	3 
829	24 
830	27 
831	31 
832	24 
833	16 
834	27 
835	31 
836	1 
837	2 
838	19 
839	27 
840	21 
841	7 
842	15 
843	14 
844	27 
845	27 
846	29 
847	15 
848	20 
849	10 
850	22 
851	16 
852	3 
853	9 
854	24 
855	1 
856	7 
857	18 
