1	22 
2	20 
3	5 
4	9 
5	14 
6	26 
7	15 
8	26 
9	20 
10	17 
11	16 
12	10 
13	2 
14	15 
15	19 
16	24 
17	12 
18	21 
19	14 
20	17 
21	27 
22	19 
23	19 
24	16 
25	20 
26	6 
27	11 
28	28 
29	1 
30	4 
31	21 
32	2 
33	14 
34	11 
35	5 
36	24 
37	18 
38	1 
39	13 
40	19 
41	27 
42	3 
43	8 
44	2 
45	14 
46	8 
47	5 
48	14 
49	17 
50	23 
51	8 
52	3 
53	10 
54	21 
55	10 
56	13 
57	12 
58	9 
59	24 
60	2 
61	6 
62	19 
63	18 
64	18 
65	22 
66	7 
67	4 
68	6 
69	24 
70	22 
71	2 
72	26 
73	2 
74	4 
75	24 
76	28 
77	5 
78	24 
79	28 
80	19 
81	18 
82	14 
83	17 
84	24 
85	21 
86	12 
87	10 
88	26 
89	1 
90	12 
91	14 
92	3 
93	25 
94	12 
95	10 
96	26 
97	25 
98	7 
99	12 
100	24 
101	13 
102	28 
103	5 
104	6 
105	16 
106	28 
107	27 
108	4 
109	4 
110	16 
111	7 
112	17 
113	26 
114	26 
115	16 
116	15 
117	20 
118	2 
119	10 
120	26 
121	16 
122	14 
123	22 
124	17 
125	20 
126	4 
127	12 
128	16 
129	28 
130	3 
131	23 
132	15 
133	13 
134	26 
135	6 
136	13 
137	18 
138	11 
139	24 
140	15 
141	17 
142	28 
143	2 
144	11 
145	4 
146	16 
147	14 
148	16 
149	3 
150	11 
151	25 
152	9 
153	21 
154	17 
155	14 
156	6 
157	7 
158	17 
159	20 
160	6 
161	19 
162	11 
163	18 
164	16 
165	2 
166	26 
167	13 
168	28 
169	28 
170	11 
171	21 
172	11 
173	23 
174	21 
175	23 
176	5 
177	17 
178	25 
179	26 
180	26 
181	26 
182	18 
183	17 
184	10 
185	24 
186	8 
187	3 
188	17 
189	19 
190	9 
191	10 
192	16 
193	21 
194	16 
195	24 
196	17 
197	6 
198	23 
199	9 
200	6 
201	13 
202	28 
203	20 
204	13 
205	14 
206	21 
207	23 
208	6 
209	4 
210	28 
211	23 
212	14 
213	23 
214	6 
215	26 
216	27 
217	16 
218	10 
219	24 
220	8 
221	5 
222	5 
223	3 
224	10 
225	18 
226	4 
227	25 
228	17 
229	23 
230	15 
231	3 
232	2 
233	9 
234	27 
235	21 
236	1 
237	5 
238	25 
239	4 
240	27 
241	19 
242	21 
243	2 
244	16 
245	20 
246	5 
247	24 
248	19 
249	5 
250	14 
251	6 
252	2 
253	4 
254	7 
255	4 
256	11 
257	24 
258	20 
259	24 
260	12 
261	18 
262	1 
263	14 
264	25 
265	13 
266	23 
267	26 
268	5 
269	26 
270	14 
271	13 
272	19 
273	18 
274	21 
275	15 
276	16 
277	11 
278	19 
279	11 
280	19 
281	25 
282	14 
283	11 
284	28 
285	2 
286	25 
287	11 
288	17 
289	20 
290	21 
291	26 
292	24 
293	6 
294	2 
295	27 
296	17 
297	17 
298	18 
299	6 
300	1 
301	2 
302	21 
303	28 
304	11 
305	10 
306	26 
307	22 
308	19 
309	26 
310	12 
311	27 
312	21 
313	12 
314	4 
315	26 
316	13 
317	23 
318	9 
319	28 
320	8 
321	7 
322	23 
323	26 
324	23 
325	2 
326	3 
327	19 
328	26 
329	17 
330	27 
331	25 
332	8 
333	9 
334	6 
335	3 
336	1 
337	25 
338	20 
339	15 
340	1 
341	26 
342	17 
343	17 
344	15 
345	15 
346	11 
347	4 
348	1 
349	26 
350	4 
351	28 
352	20 
353	10 
354	12 
355	24 
356	19 
357	11 
358	6 
359	23 
360	27 
361	14 
362	8 
363	16 
364	25 
365	1 
366	12 
367	13 
368	9 
369	11 
370	3 
371	16 
372	3 
373	11 
374	28 
375	9 
376	17 
377	10 
378	20 
379	28 
380	5 
381	26 
382	21 
383	20 
384	20 
385	18 
386	9 
387	18 
388	10 
389	10 
390	16 
391	12 
392	23 
393	17 
394	2 
395	25 
396	27 
397	4 
398	27 
399	17 
400	27 
401	20 
402	28 
403	25 
404	5 
405	27 
406	24 
407	7 
408	28 
409	23 
410	19 
411	8 
412	24 
413	6 
414	3 
415	18 
416	10 
417	16 
418	2 
419	10 
420	17 
421	27 
422	2 
423	24 
424	27 
425	24 
426	1 
427	25 
428	11 
429	11 
430	10 
431	20 
432	4 
433	28 
434	22 
435	16 
436	14 
437	4 
438	10 
439	5 
440	6 
441	7 
442	14 
443	25 
444	13 
445	4 
446	20 
447	21 
448	2 
449	10 
450	2 
451	14 
452	25 
453	28 
454	1 
455	7 
456	23 
457	18 
458	6 
459	23 
460	2 
461	6 
462	7 
463	17 
464	18 
465	13 
466	21 
467	28 
468	9 
469	19 
470	13 
471	12 
472	20 
473	8 
474	19 
475	26 
476	7 
477	14 
478	9 
479	9 
480	14 
481	2 
482	10 
483	7 
484	21 
485	26 
486	7 
487	23 
488	21 
489	20 
490	26 
491	10 
492	18 
493	27 
494	7 
495	28 
496	4 
497	3 
498	28 
499	9 
500	21 
501	26 
502	5 
503	9 
504	11 
505	15 
506	9 
507	19 
508	19 
509	7 
510	22 
511	25 
512	9 
513	13 
514	17 
515	11 
516	18 
517	25 
518	5 
519	28 
520	25 
521	8 
522	15 
523	2 
524	14 
525	23 
526	23 
527	6 
528	14 
529	8 
530	3 
531	6 
532	2 
533	17 
534	14 
535	7 
536	1 
537	5 
538	6 
539	6 
540	12 
541	21 
542	22 
543	20 
544	8 
545	4 
546	19 
547	2 
548	20 
549	5 
550	22 
551	2 
552	1 
553	26 
554	4 
555	26 
556	7 
557	1 
558	23 
559	12 
560	7 
561	28 
562	6 
563	10 
564	6 
565	14 
566	24 
567	7 
568	21 
569	25 
570	20 
571	18 
572	10 
573	14 
574	10 
575	11 
576	16 
577	18 
578	26 
579	26 
580	16 
581	12 
582	7 
583	28 
584	27 
585	13 
586	10 
587	9 
588	7 
589	22 
590	16 
591	25 
592	14 
593	20 
594	4 
595	1 
596	23 
597	21 
598	19 
599	25 
600	4 
601	25 
602	25 
603	10 
604	10 
605	1 
606	28 
607	10 
608	26 
609	2 
610	2 
611	18 
612	7 
613	4 
614	18 
615	3 
616	5 
617	7 
618	16 
619	16 
620	21 
621	2 
622	7 
623	14 
624	4 
625	21 
626	3 
627	13 
628	21 
629	16 
630	3 
631	23 
632	5 
633	21 
634	11 
635	18 
636	4 
637	5 
638	6 
639	12 
640	18 
641	13 
642	3 
643	25 
644	21 
